link,name,party,phonenumber,region,twitter
https://members.parliament.uk/member/150/contact,Ms Harriet Harman,Labour,020 7219 4218,"Sheffield, Heeley",https://twitter.com/HarrietHarman
https://members.parliament.uk/member/4645/contact,Emma Hardy,Labour,emma.hardy.mp@parliament.uk,"Sheffield, Heeley",https://twitter.com/EmmaHardyMP
https://members.parliament.uk/member/4782/contact,Neale Hanvey,Alba Party,0207 219 6877,"Sheffield, Heeley",https://twitter.com/JNHanvey
https://members.parliament.uk/member/4827/contact,Claire Hanna,Social Democratic & Labour Party,0207 219 3000,"Sheffield, Heeley",
https://members.parliament.uk/member/1526/contact,Greg Hands,Conservative,020 7219 0809,"Sheffield, Heeley",https://twitter.com/GregHands
https://members.parliament.uk/member/1585/contact,Stephen Hammond,Conservative,020 7219 3401,"Sheffield, Heeley",https://twitter.com/s_hammond
https://members.parliament.uk/member/4070/contact,Matt Hancock,Conservative,020 7219 7186,"Sheffield, Heeley",https://twitter.com/matthancock
https://members.parliament.uk/member/1522/contact,Adam Holloway,Conservative,020 7219 8402,North East Hertfordshire,
https://members.parliament.uk/member/1537/contact,Mr Philip Hollobone,Conservative,020 7219 8373,North East Hertfordshire,
https://members.parliament.uk/member/4474/contact,Kevin Hollinrake,Conservative,020 7219 4746,North East Hertfordshire,https://twitter.com/kevinhollinrake
https://members.parliament.uk/member/4363/contact,Kate Hollern,Labour,020 7219 8692,North East Hertfordshire,https://twitter.com/kate_hollernmp
https://members.parliament.uk/member/4813/contact,Mr Richard Holden,Conservative,0207 219 3059,North East Hertfordshire,https://twitter.com/RicHolden
https://members.parliament.uk/member/1521/contact,Mrs Sharon Hodgson,Labour,020 7219 5160,North East Hertfordshire,https://twitter.com/SharonHodgsonMP
https://members.parliament.uk/member/140/contact,Dame Margaret Hodge,Labour,020 7219 6666,North East Hertfordshire,https://twitter.com/margarethodge
https://members.parliament.uk/member/4494/contact,Simon Hoare,Conservative,020 7219 5697,North East Hertfordshire,https://twitter.com/simon4ndorset
https://members.parliament.uk/member/4602/contact,Wera Hobhouse,Liberal Democrat,020 7219 2093,North East Hertfordshire,https://twitter.com/Wera_Hobhouse
https://members.parliament.uk/member/3969/contact,Damian Hinds,Conservative,020 7219 7057,North East Hertfordshire,
https://members.parliament.uk/member/1524/contact,Dame Meg Hillier,Labour (Co-op),020 7219 5325,North East Hertfordshire,https://twitter.com/Meg_HillierMP
https://members.parliament.uk/member/4833/contact,Antony Higginbotham,Conservative,020 7219 8992,North East Hertfordshire,https://twitter.com/antony_hig
https://members.parliament.uk/member/4794/contact,Darren Henry,Conservative,0207 219 3000,North East Hertfordshire,
https://members.parliament.uk/member/4467/contact,Drew Hendry,Scottish National Party,020 7219 6118,North East Hertfordshire,https://twitter.com/drewhendrysnp
https://members.parliament.uk/member/473/contact,Sir Mark Hendrick,Labour (Co-op),020 7219 4791,North East Hertfordshire,
https://members.parliament.uk/member/4050/contact,Gordon Henderson,Conservative,020 7219 7144,North East Hertfordshire,
https://members.parliament.uk/member/4498/contact,Mr Ranil Jayawardena,Conservative,020 7219 3637,Eastleigh,https://twitter.com/ranil
https://members.parliament.uk/member/3945/contact,Sajid Javid,Conservative,020 7219 7027,Eastleigh,https://twitter.com/sajidjavid
https://members.parliament.uk/member/4243/contact,Dan Jarvis,Labour,0207 219 1082,Eastleigh,https://twitter.com/DanJarvisMP
https://members.parliament.uk/member/4634/contact,Christine Jardine,Liberal Democrat,0207 219 1701,Eastleigh,https://twitter.com/CajardineMP
https://members.parliament.uk/member/4619/contact,Mr Alister Jack,Conservative,0207 219 2994,Eastleigh,
https://members.parliament.uk/member/4394/contact,Imran Hussain,Labour,020 7219 8636,Eastleigh,https://twitter.com/Imran_HussainMP
https://members.parliament.uk/member/4511/contact,Dr Rupa Huq,Labour,020 7219 6865,Eastleigh,https://twitter.com/rupahuq
https://members.parliament.uk/member/4771/contact,Tom Hunt,Conservative,0207 219 3000,Eastleigh,
https://members.parliament.uk/member/1572/contact,Jeremy Hunt,Conservative,020 7219 6813,Eastleigh,https://twitter.com/Jeremy_Hunt
https://members.parliament.uk/member/4839/contact,Jane Hunt,Conservative,0207 219 8647,Eastleigh,https://twitter.com/JaneMHunt
https://members.parliament.uk/member/4635/contact,Eddie Hughes,Conservative,eddie.hughes.mp@parliament.uk,Eastleigh,https://twitter.com/EddieHughes4WN
https://members.parliament.uk/member/4853/contact,Dr Neil Hudson,Conservative,01768 484114,Eastleigh,
https://members.parliament.uk/member/4407/contact,Nigel Huddleston,Conservative,020 7219 5814,Eastleigh,https://twitter.com/huddlestonnigel
https://members.parliament.uk/member/467/contact,Sir Lindsay Hoyle,Speaker,020 7219 3515,Eastleigh,https://twitter.com/LindsayHoyle_MP
https://members.parliament.uk/member/4830/contact,Paul Howell,Conservative,0207 219 3000,Eastleigh,
https://members.parliament.uk/member/1606/contact,John Howell,Conservative,020 7219 6676,Eastleigh,https://twitter.com/JHowellUK
https://members.parliament.uk/member/4862/contact,Simon Jupp,Conservative,0207 219 3000,Harwich and North Essex,https://twitter.com/simonjamesjupp
https://members.parliament.uk/member/4631/contact,Sarah Jones,Labour,0207 219 2963,Harwich and North Essex,https://twitter.com/LabourSJ
https://members.parliament.uk/member/4716/contact,Ruth Jones,Labour,01633 256268,Harwich and North Essex,
https://members.parliament.uk/member/4024/contact,Mr Marcus Jones,Conservative,020 7219 7123,Harwich and North Essex,https://twitter.com/Marcus4Nuneaton
https://members.parliament.uk/member/1438/contact,Mr Kevan Jones,Labour,020 7219 8219,Harwich and North Essex,https://twitter.com/KevanJonesMP
https://members.parliament.uk/member/4501/contact,Gerald Jones,Labour,020 7219 5874,Harwich and North Essex,https://twitter.com/geraldjoneslab
https://members.parliament.uk/member/4763/contact,Fay Jones,Conservative,0207 219 5212,Harwich and North Essex,
https://members.parliament.uk/member/1502/contact,Mr David Jones,Conservative,020 7219 8070,Harwich and North Essex,
https://members.parliament.uk/member/4621/contact,Darren Jones,Labour,01179596545,Harwich and North Essex,https://twitter.com/darrenpjones
https://members.parliament.uk/member/3996/contact,Andrew Jones,Conservative,020 7219 3000,Harwich and North Essex,https://twitter.com/AJonesMP
https://members.parliament.uk/member/4761/contact,David Johnston,Conservative,0207 219 6350,Harwich and North Essex,https://twitter.com/david4wantage
https://members.parliament.uk/member/4824/contact,Kim Johnson,Labour,0207 219 3000,Harwich and North Essex,
https://members.parliament.uk/member/3970/contact,Gareth Johnson,Conservative,020 7219 7047,Harwich and North Essex,
https://members.parliament.uk/member/1533/contact,Dame Diana Johnson,Labour,020 7219 5647,Harwich and North Essex,https://twitter.com/DianaJohnsonMP
https://members.parliament.uk/member/4592/contact,Dr Caroline Johnson,Conservative,0207 219 5381,Harwich and North Essex,https://twitter.com/drcarolinej
https://members.parliament.uk/member/1423/contact,Boris Johnson,Conservative,020 7219 4682,Harwich and North Essex,https://twitter.com/borisjohnson
https://members.parliament.uk/member/4139/contact,Ian Lavery,Labour,020 7219 3000,Wythenshawe and Sale East,https://twitter.com/IanLaveryMP
https://members.parliament.uk/member/4025/contact,Mrs Pauline Latham,Conservative,020 7219 7110,Wythenshawe and Sale East,https://twitter.com/Pauline_Latham
https://members.parliament.uk/member/4852/contact,Robert Largan,Conservative,01663 769779,Wythenshawe and Sale East,
https://members.parliament.uk/member/4608/contact,John Lamont,Conservative,01450 375948,Wythenshawe and Sale East,https://twitter.com/John2Win
https://members.parliament.uk/member/206/contact,Mr David Lammy,Labour,020 7219 0767,Wythenshawe and Sale East,https://twitter.com/DavidLammy
https://members.parliament.uk/member/4630/contact,Ben Lake,Plaid Cymru,ben.lake.mp@parliament.uk,Wythenshawe and Sale East,https://twitter.com/BenMLake
https://members.parliament.uk/member/36/contact,Dame Eleanor Laing,Conservative,020 7219 2086,Wythenshawe and Sale East,https://twitter.com/EleanorLaingMP
https://members.parliament.uk/member/4505/contact,Peter Kyle,Labour,020 7219 6863,Wythenshawe and Sale East,https://twitter.com/peterkyle
https://members.parliament.uk/member/4134/contact,Kwasi Kwarteng,Conservative,020 7219 4017,Wythenshawe and Sale East,
https://members.parliament.uk/member/4858/contact,Danny Kruger,Conservative,01380 729358,Wythenshawe and Sale East,
https://members.parliament.uk/member/4410/contact,Julian Knight,Conservative,020 7219 3577,Wythenshawe and Sale East,https://twitter.com/julianknight15
https://members.parliament.uk/member/1200/contact,Sir Greg Knight,Conservative,020 7219 4077,Wythenshawe and Sale East,https://twitter.com/GregKnight
https://members.parliament.uk/member/4359/contact,Stephen Kinnock,Labour,020 7219 8801,Wythenshawe and Sale East,https://twitter.com/skinnock
https://members.parliament.uk/member/4671/contact,Afzal Khan,Labour,020 7219 3570,Wythenshawe and Sale East,https://twitter.com/Afzal4Gorton
https://members.parliament.uk/member/4026/contact,Liz Kendall,Labour,020 7219 3000,Wythenshawe and Sale East,https://twitter.com/leicesterliz
https://members.parliament.uk/member/1588/contact,Barbara Keeley,Labour,020 7219 8025,Wythenshawe and Sale East,https://twitter.com/KeeleyMP
https://members.parliament.uk/member/3989/contact,Jack Lopresti,Conservative,020 7219 7070,Dundee West,https://twitter.com/JackLopresti
https://members.parliament.uk/member/4647/contact,Julia Lopez,Conservative,0207 219 2631,Dundee West,https://twitter.com/JuliaLopezMP
https://members.parliament.uk/member/4789/contact,Marco Longhi,Conservative,020 7219 8598,Dundee West,https://twitter.com/marcolonghi4dn
https://members.parliament.uk/member/4396/contact,Rebecca Long Bailey,Labour,020 7219 5275,Dundee West,https://twitter.com/rlong_bailey
https://members.parliament.uk/member/4815/contact,Mark Logan,Conservative,0207 219 3000,Dundee West,
https://members.parliament.uk/member/4751/contact,Chris Loder,Conservative,020 7219 3912,Dundee West,https://twitter.com/chrisloder
https://members.parliament.uk/member/4857/contact,Carla Lockhart,Democratic Unionist Party,0207 219 3000,Dundee West,https://twitter.com/carlalockhart
https://members.parliament.uk/member/450/contact,Tony Lloyd,Labour,020 7219 1267,Dundee West,
https://members.parliament.uk/member/4640/contact,David Linden,Scottish National Party,0207 219 1801,Dundee West,https://twitter.com/DavidLinden
https://members.parliament.uk/member/1396/contact,Mr Ian Liddell-Grainger,Conservative,020 7219 8149,Dundee West,
https://members.parliament.uk/member/54/contact,Dr Julian Lewis,Conservative,020 7219 4179,Dundee West,
https://members.parliament.uk/member/4500/contact,Clive Lewis,Labour,020 7219 5593,Dundee West,https://twitter.com/labourlewis
https://members.parliament.uk/member/4009/contact,Brandon Lewis,Conservative,020 7219 7231,Dundee West,https://twitter.com/BrandonLewis
https://members.parliament.uk/member/4659/contact,Andrew Lewer,Conservative,0207 219 3870,Dundee West,https://twitter.com/ALewerMBE
https://members.parliament.uk/member/4277/contact,Mrs Emma Lewell-Buck,Labour,020 7219 4468,Dundee West,https://twitter.com/EmmaLewellBuck
https://members.parliament.uk/member/4749/contact,Ian Levy,Conservative,0207 219 3000,Dundee West,
https://members.parliament.uk/member/4245/contact,Paul Maskey,Sinn Féin,0207 219 3000,Woking,https://twitter.com/PaulMaskeyMP
https://members.parliament.uk/member/4471/contact,Rachael Maskell,Labour (Co-op),020 7219 4525,Woking,https://twitter.com/rachaelmaskell
https://members.parliament.uk/member/4496/contact,Scott Mann,Conservative,scott.mann.mp@parliament.uk,Woking,https://twitter.com/ScottMann4NC
https://members.parliament.uk/member/4768/contact,Julie Marson,Conservative,0207 219 2429,Woking,
https://members.parliament.uk/member/4762/contact,Anthony Mangnall,Conservative,0207 219 5579,Woking,https://twitter.com/anthonymangnal1
https://members.parliament.uk/member/4495/contact,Kit Malthouse,Conservative,020 7219 5605,Woking,https://twitter.com/kitmalthouse
https://members.parliament.uk/member/4253/contact,Seema Malhotra,Labour (Co-op),020 7219 8957,Woking,https://twitter.com/SeemaMalhotra1
https://members.parliament.uk/member/4484/contact,Alan Mak,Conservative,020 7219 6266,Woking,https://twitter.com/AlanMakMP
https://members.parliament.uk/member/3914/contact,Shabana Mahmood,Labour,0121 661 9440,Woking,https://twitter.com/ShabanaMahmood
https://members.parliament.uk/member/1392/contact,Mr Khalid Mahmood,Labour,020 7219 8141,Woking,
https://members.parliament.uk/member/4418/contact,Justin Madders,Labour,020 7219 6584,Woking,https://twitter.com/justinmadders
https://members.parliament.uk/member/1546/contact,Angus Brendan MacNeil,Scottish National Party,020 7219 8476,Woking,https://twitter.com/angusmacneilsnp
https://members.parliament.uk/member/4668/contact,Rachel Maclean,Conservative,0207 219 1848,Woking,https://twitter.com/redditchrachel
https://members.parliament.uk/member/4758/contact,Cherilyn Mackrory,Conservative,020 7219 3713,Woking,https://twitter.com/thisischerilyn
https://members.parliament.uk/member/4529/contact,Craig Mackinlay,Conservative,020 7219 4442,Woking,https://twitter.com/cmackinlay
https://members.parliament.uk/member/4772/contact,Kenny MacAskill,Alba Party,0207 219 3000,Woking,
https://members.parliament.uk/member/4632/contact,Anna McMorrin,Labour,0207 219 4307,City of Chester,https://twitter.com/annamcmorrin
https://members.parliament.uk/member/4569/contact,Jim McMahon,Labour (Co-op),020 7219 3000,City of Chester,https://twitter.com/JimfromOldham
https://members.parliament.uk/member/4437/contact,Anne McLaughlin,Scottish National Party,020 7219 3000,City of Chester,https://twitter.com/annemclaughlin
https://members.parliament.uk/member/4125/contact,Catherine McKinnell,Labour,020 7219 7115,City of Chester,https://twitter.com/catmckinnell
https://members.parliament.uk/member/4083/contact,Alison McGovern,Labour,020 7219 7190,City of Chester,https://twitter.com/Alison_McGovern
https://members.parliament.uk/member/1587/contact,Pat McFadden,Labour,020 7219 4036,City of Chester,https://twitter.com/patmcfaddenmp
https://members.parliament.uk/member/4458/contact,Conor McGinn,Labour,020 7219 4367,City of Chester,https://twitter.com/conormcginn
https://members.parliament.uk/member/178/contact,John McDonnell,Labour,0207 219 4100,City of Chester,https://twitter.com/johnmcdonnellMP
https://members.parliament.uk/member/4393/contact,Stuart C McDonald,Scottish National Party,020 7219 7758,City of Chester,https://twitter.com/stuart_mcdonald
https://members.parliament.uk/member/4461/contact,Stewart Malcolm McDonald,Scottish National Party,020 7219 6388,City of Chester,https://twitter.com/stewartmcdonald
https://members.parliament.uk/member/4269/contact,Andy McDonald,Labour,020 7219 4995,City of Chester,https://twitter.com/AndyMcDonaldMP
https://members.parliament.uk/member/4028/contact,Karl McCartney,Conservative,020 7219 3000,City of Chester,https://twitter.com/karlmccartney
https://members.parliament.uk/member/193/contact,Siobhain McDonagh,Labour,020 7219 4678,City of Chester,https://twitter.com/Siobhain_MP
https://members.parliament.uk/member/3953/contact,Jason McCartney,Conservative,0207 219 3000,City of Chester,https://twitter.com/JasonMcCartney
https://members.parliament.uk/member/1491/contact,Kerry McCarthy,Labour,020 7219 4510,City of Chester,https://twitter.com/KerryMP
https://members.parliament.uk/member/298/contact,Steve McCabe,Labour,020 7219 3509,City of Chester,https://twitter.com/steve_mccabe
https://members.parliament.uk/member/4861/contact,Robbie Moore,Conservative,0207 219 3000,Falkirk,https://twitter.com/_RobbieMoore
https://members.parliament.uk/member/4669/contact,Damien Moore,Conservative,01704 500577,Falkirk,https://twitter.com/damienmooremp
https://members.parliament.uk/member/4443/contact,Carol Monaghan,Scottish National Party,020 7219 6396,Falkirk,https://twitter.com/cmonaghansnp
https://members.parliament.uk/member/4274/contact,Francie Molloy,Sinn Féin,020 7219 3000,Falkirk,https://twitter.com/FrancieMolloy
https://members.parliament.uk/member/4804/contact,Mr Gagan Mohindra,Conservative,0207 219 3000,Falkirk,
https://members.parliament.uk/member/1211/contact,Mr Andrew Mitchell,Conservative,020 7219 8516,Falkirk,
https://members.parliament.uk/member/4811/contact,Navendu Mishra,Labour,navendu.mishra.mp@parliament.uk,Falkirk,https://twitter.com/NavPMishra
https://members.parliament.uk/member/4136/contact,Nigel Mills,Conservative,020 7219 7233,Falkirk,https://twitter.com/NigelMillsMP
https://members.parliament.uk/member/4454/contact,Amanda Milling,Conservative,amanda.milling.mp@parliament.uk,Falkirk,https://twitter.com/amandamilling
https://members.parliament.uk/member/1480/contact,Mrs Maria Miller,Conservative,020 7219 5749,Falkirk,https://twitter.com/Maria_MillerMP
https://members.parliament.uk/member/4746/contact,Robin Millar,Conservative,0207 219 3000,Falkirk,
https://members.parliament.uk/member/1510/contact,Edward Miliband,Labour,020 7219 7318,Falkirk,https://twitter.com/Ed_Miliband
https://members.parliament.uk/member/4092/contact,Stephen Metcalfe,Conservative,020 7219 7009,Falkirk,https://twitter.com/Metcalfe_SBET
https://members.parliament.uk/member/4442/contact,Huw Merriman,Conservative,020 7219 8712,Falkirk,https://twitter.com/huwmerriman
https://members.parliament.uk/member/4485/contact,Johnny Mercer,Conservative,johnny.mercer.mp@parliament.uk,Falkirk,https://twitter.com/JohnnyMercerUK
https://members.parliament.uk/member/3998/contact,Mark Menzies,Conservative,020 7219 7073,Falkirk,
https://members.parliament.uk/member/1601/contact,Sir Robert Neill,Conservative,020 7219 8169,Oxford West and Abingdon,https://twitter.com/neill_bob
https://members.parliament.uk/member/4082/contact,Lisa Nandy,Labour,020 7219 7188,Oxford West and Abingdon,https://twitter.com/lisanandy
https://members.parliament.uk/member/1466/contact,Dr Andrew Murrison,Conservative,01225 358584,Oxford West and Abingdon,https://twitter.com/murrisonMP
https://members.parliament.uk/member/4100/contact,Mrs Sheryll Murray,Conservative,020 7219 3000,Oxford West and Abingdon,https://twitter.com/sheryllmurray
https://members.parliament.uk/member/4797/contact,James Murray,Labour (Co-op),020 7219 3931,Oxford West and Abingdon,https://twitter.com/jamesmurray_ldn
https://members.parliament.uk/member/3966/contact,Ian Murray,Labour,020 7219 7064,Oxford West and Abingdon,https://twitter.com/IanMurrayMP
https://members.parliament.uk/member/1512/contact,David Mundell,Conservative,020 7219 4895,Oxford West and Abingdon,https://twitter.com/davidmundelldct
https://members.parliament.uk/member/4867/contact,Holly Mumby-Croft,Conservative,01724 276 644,Oxford West and Abingdon,
https://members.parliament.uk/member/4860/contact,Dr Kieran Mullan,Conservative,0207 219 3000,Oxford West and Abingdon,
https://members.parliament.uk/member/4358/contact,Wendy Morton,Conservative,020 7219 8784,Oxford West and Abingdon,https://twitter.com/morton_wendy
https://members.parliament.uk/member/4916/contact,Jill Mortimer,Conservative,0207 219 6358,Oxford West and Abingdon,
https://members.parliament.uk/member/4759/contact,Joy Morrissey,Conservative,0207 219 3000,Oxford West and Abingdon,
https://members.parliament.uk/member/3992/contact,James Morris,Conservative,020 7219 8715,Oxford West and Abingdon,https://twitter.com/JamesMorrisHRR
https://members.parliament.uk/member/3973/contact,Grahame Morris,Labour,020 7219 1283,Oxford West and Abingdon,https://twitter.com/grahamemorris
https://members.parliament.uk/member/4135/contact,David Morris,Conservative,020 7219 7234,Oxford West and Abingdon,https://twitter.com/davidmorrisml
https://members.parliament.uk/member/4249/contact,Anne Marie Morris,Conservative,020 7219 3000,Oxford West and Abingdon,https://twitter.com/AnneMarieMorris
https://members.parliament.uk/member/4653/contact,Stephen Morgan,Labour,0207 219 3906,Oxford West and Abingdon,https://twitter.com/stephenmorganmp
https://members.parliament.uk/member/4129/contact,Ian Paisley,Democratic Unionist Party,020 7219 7116,Paisley and Renfrewshire North,https://twitter.com/ianpaisleymp
https://members.parliament.uk/member/4777/contact,Sarah Owen,Labour,020 7219 8409,Paisley and Renfrewshire North,https://twitter.com/SarahOwen_
https://members.parliament.uk/member/4779/contact,Taiwo Owatemi,Labour,020 7219 5842,Paisley and Renfrewshire North,https://twitter.com/TaiwoOwatemi
https://members.parliament.uk/member/4413/contact,Kirsten Oswald,Scottish National Party,020 7219 3000,Paisley and Renfrewshire North,https://twitter.com/kirstenoswald
https://members.parliament.uk/member/4783/contact,Kate Osborne,Labour,0191 466 1509,Paisley and Renfrewshire North,
https://members.parliament.uk/member/4515/contact,Kate Osamor,Labour (Co-op),020 7219 6602,Paisley and Renfrewshire North,https://twitter.com/kateosamor
https://members.parliament.uk/member/4820/contact,Abena Oppong-Asare,Labour,0207 219 4892,Paisley and Renfrewshire North,https://twitter.com/abenaopp
https://members.parliament.uk/member/4142/contact,Guy Opperman,Conservative,guy.opperman@parliament.uk,Paisley and Renfrewshire North,https://twitter.com/GuyOpperman
https://members.parliament.uk/member/4124/contact,Chi Onwurah,Labour,020 7219 7114,Paisley and Renfrewshire North,https://twitter.com/ChiOnwurah
https://members.parliament.uk/member/4591/contact,Sarah Olney,Liberal Democrat,020 7219 4821,Paisley and Renfrewshire North,https://twitter.com/sarahjolney1
https://members.parliament.uk/member/4371/contact,Brendan O'Hara,Scottish National Party,020 7219 8783,Paisley and Renfrewshire North,https://twitter.com/brendanoharasnp
https://members.parliament.uk/member/4006/contact,Dr Matthew Offord,Conservative,020 7219 7083,Paisley and Renfrewshire North,https://twitter.com/Offord4Hendon
https://members.parliament.uk/member/4679/contact,Neil O'Brien,Conservative,0207 219 1802,Paisley and Renfrewshire North,https://twitter.com/NeilDotObrien
https://members.parliament.uk/member/4641/contact,Alex Norris,Labour (Co-op),0207 219 3899,Paisley and Renfrewshire North,https://twitter.com/alexnorrisnn
https://members.parliament.uk/member/3991/contact,Jesse Norman,Conservative,020 7219 7084,Paisley and Renfrewshire North,https://twitter.com/Jesse_Norman
https://members.parliament.uk/member/4048/contact,Caroline Nokes,Conservative,020 7219 7218,Paisley and Renfrewshire North,https://twitter.com/carolinenokes
https://members.parliament.uk/member/1576/contact,Mark Pritchard,Conservative,020 7219 8494,Tiverton and Honiton,https://twitter.com/MPritchardMP
https://members.parliament.uk/member/4401/contact,Victoria Prentis,Conservative,020 7219 8756,Tiverton and Honiton,https://twitter.com/victoriaprentis
https://members.parliament.uk/member/4263/contact,Lucy Powell,Labour (Co-op),020 7219 4402,Tiverton and Honiton,https://twitter.com/LucyMPowell
https://members.parliament.uk/member/4522/contact,Rebecca Pow,Conservative,020 7219 4831,Tiverton and Honiton,https://twitter.com/pow_rebecca
https://members.parliament.uk/member/3932/contact,Dr Dan Poulter,Conservative,020 7219 7038,Tiverton and Honiton,https://twitter.com/drdanpoulter
https://members.parliament.uk/member/4682/contact,Luke Pollard,Labour (Co-op),0207 219 2749,Tiverton and Honiton,https://twitter.com/LukePollard
https://members.parliament.uk/member/4075/contact,Christopher Pincher,Conservative,020 7219 7169,Tiverton and Honiton,https://twitter.com/ChrisPincher
https://members.parliament.uk/member/4503/contact,Chris Philp,Conservative,020 7219 8026,Tiverton and Honiton,https://twitter.com/chrisphilp_mp
https://members.parliament.uk/member/4046/contact,Bridget Phillipson,Labour,020 7219 7087,Tiverton and Honiton,https://twitter.com/bphillipsonMP
https://members.parliament.uk/member/4370/contact,Jess Phillips,Labour,020 7219 8703,Tiverton and Honiton,https://twitter.com/jessphillips
https://members.parliament.uk/member/3952/contact,Mr Toby Perkins,Labour,020 7219 2320,Tiverton and Honiton,https://twitter.com/tobyperkinsmp
https://members.parliament.uk/member/3939/contact,Andrew Percy,Conservative,020 7219 7208,Tiverton and Honiton,
https://members.parliament.uk/member/1584/contact,John Penrose,Conservative,020 7219 2385,Tiverton and Honiton,https://twitter.com/JohnPenroseNews
https://members.parliament.uk/member/4520/contact,Matthew Pennycook,Labour,020 7219 6280,Tiverton and Honiton,https://twitter.com/mtpennycook
https://members.parliament.uk/member/4607/contact,Stephanie Peacock,Labour,0207 219 4129,Tiverton and Honiton,https://twitter.com/Steph_Peacock
https://members.parliament.uk/member/1528/contact,Sir Mike Penning,Conservative,020 7219 3000,Tiverton and Honiton,
https://members.parliament.uk/member/4810/contact,Rob Roberts,Independent,0207 219 3000,Corby,
https://members.parliament.uk/member/4457/contact,Ms Marie Rimmer,Labour,020 7219 4847,Corby,https://twitter.com/MarieRimmerMP
https://members.parliament.uk/member/4840/contact,Angela Richardson,Conservative,0207 219 3000,Corby,
https://members.parliament.uk/member/4868/contact,Nicola Richards,Conservative,0207 219 6945,Corby,
https://members.parliament.uk/member/4764/contact,Bell Ribeiro-Addy,Labour,0207 219 6695,Corby,
https://members.parliament.uk/member/4119/contact,Jonathan Reynolds,Labour (Co-op),020 7219 7155,Corby,https://twitter.com/jreynoldsMP
https://members.parliament.uk/member/4031/contact,Rachel Reeves,Labour,020 7219 2898,Corby,https://twitter.com/RachelReevesMP
https://members.parliament.uk/member/4620/contact,Ellie Reeves,Labour,020 7219 2589,Corby,https://twitter.com/elliereeves
https://members.parliament.uk/member/4099/contact,Mr Jacob Rees-Mogg,Conservative,020 7219 7118,Corby,
https://members.parliament.uk/member/4525/contact,Christina Rees,Labour (Co-op),020 7219 5783,Corby,https://twitter.com/rees4neath
https://members.parliament.uk/member/4268/contact,Steve Reed,Labour (Co-op),020 7219 7297,Corby,https://twitter.com/SteveReedMP
https://members.parliament.uk/member/4356/contact,Angela Rayner,Labour,020 7219 8782,Corby,https://twitter.com/angelarayner
https://members.parliament.uk/member/14/contact,John Redwood,Conservative,020 7219 4205,Corby,https://twitter.com/johnredwood
https://members.parliament.uk/member/4845/contact,Tom Randall,Conservative,0207 219 6613,Corby,https://twitter.com/tom_randall
https://members.parliament.uk/member/4007/contact,Dominic Raab,Conservative,020 7219 7069,Corby,
https://members.parliament.uk/member/3924/contact,Yasmin Qureshi,Labour,020 7219 7019,Corby,https://twitter.com/YasminQureshiMP
https://members.parliament.uk/member/4014/contact,Alok Sharma,Conservative,020 7219 7131,Tewkesbury,https://twitter.com/AlokSharma_RDG
https://members.parliament.uk/member/1582/contact,Grant Shapps,Conservative,020 7219 8497,Tewkesbury,https://twitter.com/grantshapps
https://members.parliament.uk/member/4131/contact,Jim Shannon,Democratic Unionist Party,020 7219 7160,Tewkesbury,https://twitter.com/jimshannonmp
https://members.parliament.uk/member/4409/contact,Naz Shah,Labour,020 7219 8603,Tewkesbury,https://twitter.com/nazshahbfd
https://members.parliament.uk/member/1453/contact,Andrew Selous,Conservative,020 7219 8134,Tewkesbury,https://twitter.com/AndrewSelous
https://members.parliament.uk/member/4681/contact,Bob Seely,Conservative,0207 219 1840,Tewkesbury,https://twitter.com/IoWBobSeely
https://members.parliament.uk/member/4414/contact,Paul Scully,Conservative,020 7219 4837,Tewkesbury,https://twitter.com/scullyp
https://members.parliament.uk/member/4863/contact,Selaine Saxby,Conservative,020 7219 5952,Tewkesbury,https://twitter.com/SelaineSaxby
https://members.parliament.uk/member/4521/contact,Liz Saville Roberts,Plaid Cymru,020 7219 6876,Tewkesbury,https://twitter.com/lsrplaid
https://members.parliament.uk/member/4760/contact,Gary Sambrook,Conservative,0207 219 3000,Tewkesbury,
https://members.parliament.uk/member/4033/contact,David Rutley,Conservative,020 7219 7106,Tewkesbury,https://twitter.com/DavidRutleyMP
https://members.parliament.uk/member/4615/contact,Lloyd Russell-Moyle,Labour (Co-op),0207 219 2280,Tewkesbury,https://twitter.com/lloyd_rm
https://members.parliament.uk/member/4812/contact,Dean Russell,Conservative,0207 219 3000,Tewkesbury,
https://members.parliament.uk/member/4652/contact,Lee Rowley,Conservative,0207 219 4197,Tewkesbury,https://twitter.com/Lee4NED
https://members.parliament.uk/member/4627/contact,Douglas Ross,Conservative,020 7219 6342,Tewkesbury,https://twitter.com/Douglas4Moray
https://members.parliament.uk/member/1447/contact,Andrew Rosindell,Conservative,020 7219 8475,Tewkesbury,https://twitter.com/AndrewRosindell
https://members.parliament.uk/member/4372/contact,Amanda Solloway,Conservative,amanda.solloway.mp@parliament.uk,"Ealing, Southall",https://twitter.com/ASollowayUK
https://members.parliament.uk/member/4658/contact,Alex Sobel,Labour (Co-op),0207 219 8295,"Ealing, Southall",https://twitter.com/alexsobel
https://members.parliament.uk/member/4444/contact,Karin Smyth,Labour,karin.smyth.mp@parliament.uk,"Ealing, Southall",https://twitter.com/karinsmyth
https://members.parliament.uk/member/4478/contact,Royston Smith,Conservative,020 7219 5226,"Ealing, Southall",https://twitter.com/royston_smith
